You are an expert in bioinformatics, sequencing technologies, genomics data analysis, and adjacent fields.

You are given findings from a MultiQC report, generated by a bioinformatics workflow.
MultiQC supports various bioinformatics tools that output QC metrics, and aggregates those metrics
into a single report. It outputs a "General Statistics" table with key metrics for each sample across
all tools. That table is followed by more detailed sections from specific tools, that can include tables,
as well as plots of different types (bar plot, line plot, scatter plot, heatmap, etc.)

You are given data from such a report. Your task is to analyse the data, and
give 1-2 bullet points of a very short and concise overall summary for the results.
Don't waste words: mention only the important QC issues. If there are no issues, just say so.
Just print one or two bullet points, nothing else.
Please do not add any extra headers to the response.

Use markdown to format your reponse for readability. Use directives with pre-defined classes
.text-green, .text-red, and .text-yellow to highlight severity, e.g. :span[39.2%]{.text-red}.
Highlight any mentioned sample names or sample named prefixes or suffixes with a sample directive,
and make sure to use the same color classes for severity, e.g. :sample[A1001.2003]{.text-yellow}
or :sample[A1001]{.text-yellow}. Do not put multiple sample names inside one directive.

You must use only multiples of 4 spaces to indent nested lists.



Two examples of short summaries:

- :span[11/13 samples]{.text-green} show consistent metrics within expected ranges.
- :sample[A1001.2003]{.text-red} and :sample[A1001.2004]{.text-red} exhibit extremely high percentage of :span[duplicates]{.text-red} (:span[65.54%]{.text-red} and :span[83.14%]{.text-red}, respectively).

- All samples show good quality metrics with :span[75.7-77.0%]{.text-green} CpG methylation and :span[76.3-86.0%]{.text-green} alignment rates
- :sample[2wk]{.text-yellow} samples show slightly higher duplication (:span[11-15%]{.text-yellow}) compared to :sample[1wk]{.text-green} samples (:span[6-9%]{.text-green})'



----------------------

Tools used in the report:

1. Samtools
Description: <p>Toolkit for interacting with BAM/CRAM files.</p>
Links: http://www.htslib.org

----------------------

----------------------

Tool: Samtools
Section: Percent mapped
Section description: Alignment metrics from <code>samtools stats</code>; mapped vs. unmapped reads vs. reads mapped with MQ0.
Section help text: For a set of samples that have come from the same multiplexed library,
similar numbers of reads for each sample are expected. Large differences in numbers might
indicate issues during the library preparation process. Whilst large differences in read
numbers may be controlled for in downstream processings (e.g. read count normalisation),
you may wish to consider whether the read depths achieved have fallen below recommended
levels depending on the applications.
Low alignment rates could indicate contamination of samples (e.g. adapter sequences),
low sequencing quality or other artefacts. These can be further investigated in the
sequence level QC (e.g. from FastQC).
Reads mapped with MQ0 often indicate that the reads are ambiguously mapped to multiple
locations in the reference sequence. This can be due to repetitive regions in the genome,
the presence of alternative contigs in the reference, or due to reads that are too short
to be uniquely mapped. These reads are often filtered out in downstream analyses.
Title: Samtools: stats: Alignment Scores

Plot type: bar plot
Values: # Reads

|Sample|Mapped (with MQ>0)|MQ0|Unmapped|
NA20274 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20339 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 0, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 1, chrY: 0

NA20342 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20351 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20355 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20503 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 1, chrY: 0

NA20506 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20507 chr1: 1, chr10: 0, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 2, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 1, chrY: 0

NA20511 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20761 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20864 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20900 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA21092 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0


### Raw Counts

Samples: HG00097, HG00105, HG00106, HG00125, HG00145, HG00171, HG00173, HG00313, HG00324, HG00376, HG00407, HG00699, HG00956, HG01501, HG01503, HG01504, HG01522, HG01596, HG01770, HG01880, HG01882, HG01886, HG01890, HG01986, HG02013, HG02085, HG02372, HG02511, HG02651, HG02691, HG02813, HG02814, HG02840, HG02852, HG02878, HG02895, HG02977, HG02981, HG02982, HG03076, HG03078, HG03105, HG03139, HG03157, HG03267, HG03303, HG03436, HG03437, HG03446, HG03558, HG03572, HG03603, HG03619, HG03672, HG03723, HG03790, HG03814, NA06989, NA11840, NA12046, NA12234, NA12347, NA18488, NA18498, NA18499, NA18526, NA18530, NA18645, NA18858, NA18870, NA18946, NA18993, NA19001, NA19020, NA19036, NA19175, NA19184, NA19201, NA19307, NA19324, NA19347, NA19372, NA19922, NA20274, NA20339, NA20342, NA20351, NA20355, NA20503, NA20506, NA20507, NA20511, NA20761, NA20864, NA20900, NA21092

HG00097 chr1: 5,908,387, chr10: 2,280,811, chr11: 2,689,873, chr12: 2,478,403, chr13: 986,020, chr14: 1,528,951, chr15: 1,746,789, chr16: 1,972,813, chr17: 2,700,999, chr18: 788,279, chr19: 2,209,509, chr2: 4,653,790, chr20: 1,109,724, chr21: 543,787, chr22: 1,090,610, chr3: 3,104,999, chr4: 2,224,922, chr5: 2,562,764, chr6: 2,208,656, chr7: 2,683,079, chr8: 1,567,585, chr9: 2,205,393, chr16_KI270853v1_alt: 104,866, chr17_KI270857v1_alt: 58,014, chr15_KI270905v1_alt: 70,367, chrX: 3,494,759, chrY: 57,307

HG00105 chr1: 6,035,687, chr10: 2,425,442, chr11: 2,677,014, chr12: 2,573,132, chr13: 1,080,313, chr14: 1,622,841, chr15: 1,807,358, chr16: 1,880,640, chr17: 2,632,494, chr18: 853,269, chr19: 2,019,657, chr2: 4,924,101, chr20: 1,098,604, chr21: 555,037, chr22: 1,008,156, chr3: 3,229,645, chr4: 2,408,229, chr5: 2,702,657, chr6: 2,356,242, chr7: 2,748,254, chr8: 1,628,741, chr9: 2,241,680, chr16_KI270853v1_alt: 99,797, chr17_KI270857v1_alt: 56,643, chr15_KI270905v1_alt: 69,402, chrX: 1,873,357, chrY: 221,083

HG00106 chr1: 6,646,312, chr10: 2,614,250, chr11: 3,021,964, chr12: 2,845,839, chr13: 1,177,187, chr14: 1,756,330, chr15: 2,058,397, chr16: 2,173,522, chr17: 2,968,550, chr18: 934,512, chr19: 2,383,695, chr2: 5,320,625, chr20: 1,241,897, chr21: 615,982, chr22: 1,164,110, chr3: 3,546,945, chr4: 2,599,199, chr5: 2,948,869, chr6: 2,556,946, chr7: 3,057,168, chr8: 1,825,676, chr9: 2,495,143, chr16_KI270853v1_alt: 115,718, chr17_KI270857v1_alt: 57,142, chr15_KI270905v1_alt: 87,687, chrX: 3,932,828, chrY: 63,584

HG00125 chr1: 9,636,231, chr10: 4,493,818, chr11: 4,957,682, chr12: 5,126,239, chr13: 2,164,565, chr14: 2,851,782, chr15: 2,990,289, chr16: 2,891,047, chr17: 4,339,894, chr18: 1,597,774, chr19: 3,651,908, chr2: 6,491,412, chr20: 2,259,335, chr21: 1,033,518, chr22: 1,589,125, chr3: 5,337,379, chr4: 3,927,047, chr5: 4,266,902, chr6: 4,757,315, chr7: 4,629,105, chr8: 3,261,021, chr9: 4,108,360, chr16_KI270853v1_alt: 87,157, chr17_KI270857v1_alt: 107,953, chr15_KI270905v1_alt: 92,899, chrX: 4,427,502, chrY: 59,543

HG00145 chr1: 18,134,443, chr10: 8,007,693, chr11: 8,886,899, chr12: 8,757,050, chr13: 4,276,094, chr14: 5,522,678, chr15: 5,808,164, chr16: 5,962,258, chr17: 7,463,453, chr18: 3,469,579, chr19: 6,345,717, chr2: 13,895,848, chr20: 3,935,981, chr21: 2,150,277, chr22: 2,800,814, chr3: 10,889,980, chr4: 8,910,223, chr5: 9,263,748, chr6: 9,006,648, chr7: 8,847,167, chr8: 6,772,227, chr9: 7,363,714, chr16_KI270853v1_alt: 173,091, chr17_KI270857v1_alt: 210,034, chr15_KI270905v1_alt: 187,308, chrX: 4,709,173, chrY: 968,453

HG00171 chr1: 11,851,226, chr10: 5,643,698, chr11: 6,030,783, chr12: 6,370,451, chr13: 2,784,051, chr14: 3,537,016, chr15: 3,730,724, chr16: 3,411,536, chr17: 5,150,770, chr18: 2,060,739, chr19: 4,113,236, chr2: 8,258,924, chr20: 2,746,589, chr21: 1,286,813, chr22: 1,845,656, chr3: 6,676,832, chr4: 5,021,109, chr5: 5,398,127, chr6: 6,001,678, chr7: 5,732,717, chr8: 4,154,688, chr9: 5,103,761, chr16_KI270853v1_alt: 101,545, chr17_KI270857v1_alt: 127,498, chr15_KI270905v1_alt: 108,853, chrX: 5,460,727, chrY: 65,153

HG00173 chr1: 7,321,495, chr10: 2,777,617, chr11: 3,414,688, chr12: 3,042,289, chr13: 1,155,831, chr14: 1,905,667, chr15: 2,222,210, chr16: 2,644,870, chr17: 3,479,854, chr18: 942,030, chr19: 3,089,321, chr2: 5,512,699, chr20: 1,434,931, chr21: 693,816, chr22: 1,455,019, chr3: 3,747,952, chr4: 2,578,979, chr5: 3,067,405, chr6: 2,627,952, chr7: 3,354,912, chr8: 1,910,466, chr9: 2,745,994, chr16_KI270853v1_alt: 138,362, chr17_KI270857v1_alt: 72,140, chr15_KI270905v1_alt: 90,858, chrX: 4,198,406, chrY: 73,752

HG00313 chr1: 9,329,038, chr10: 4,311,503, chr11: 4,805,845, chr12: 4,968,325, chr13: 2,033,153, chr14: 2,746,274, chr15: 2,879,740, chr16: 2,900,658, chr17: 4,339,706, chr18: 1,509,282, chr19: 3,719,225, chr2: 6,218,194, chr20: 2,221,076, chr21: 989,649, chr22: 1,587,554, chr3: 5,112,767, chr4: 3,658,188, chr5: 4,061,293, chr6: 4,545,785, chr7: 4,438,030, chr8: 3,094,424, chr9: 3,947,775, chr16_KI270853v1_alt: 83,597, chr17_KI270857v1_alt: 98,756, chr15_KI270905v1_alt: 86,732, chrX: 4,142,083, chrY: 54,982

HG00324 chr1: 8,822,470, chr10: 4,120,225, chr11: 4,479,999, chr12: 4,745,007, chr13: 1,982,988, chr14: 2,607,482, chr15: 2,690,013, chr16: 2,583,610, chr17: 3,909,452, chr18: 1,468,803, chr19: 3,146,111, chr2: 5,971,210, chr20: 2,017,718, chr21: 927,053, chr22: 1,379,689, chr3: 4,872,299, chr4: 3,599,977, chr5: 3,887,195, chr6: 4,367,413, chr7: 4,182,989, chr8: 2,999,799, chr9: 3,740,679, chr16_KI270853v1_alt: 79,618, chr17_KI270857v1_alt: 89,680, chr15_KI270905v1_alt: 76,906, chrX: 4,037,990, chrY: 50,556

HG00376 chr1: 9,037,919, chr10: 4,233,050, chr11: 4,699,201, chr12: 4,781,258, chr13: 2,033,660, chr14: 2,661,950, chr15: 2,857,660, chr16: 2,778,507, chr17: 4,074,947, chr18: 1,541,000, chr19: 3,405,859, chr2: 6,133,287, chr20: 2,176,078, chr21: 979,959, chr22: 1,525,048, chr3: 5,046,786, chr4: 3,687,330, chr5: 4,056,819, chr6: 4,470,103, chr7: 4,354,125, chr8: 3,114,283, chr9: 3,842,360, chr16_KI270853v1_alt: 80,841, chr17_KI270857v1_alt: 97,734, chr15_KI270905v1_alt: 83,140, chrX: 3,883,358, chrY: 54,058

HG00407 chr1: 8,105,190, chr10: 3,782,503, chr11: 4,168,086, chr12: 4,309,081, chr13: 1,812,675, chr14: 2,339,134, chr15: 2,469,361, chr16: 2,401,604, chr17: 3,627,321, chr18: 1,339,405, chr19: 3,032,180, chr2: 5,419,463, chr20: 1,889,276, chr21: 866,901, chr22: 1,314,002, chr3: 4,460,747, chr4: 3,300,705, chr5: 3,560,779, chr6: 3,989,922, chr7: 3,900,556, chr8: 2,720,576, chr9: 3,485,091, chr16_KI270853v1_alt: 68,304, chr17_KI270857v1_alt: 88,005, chr15_KI270905v1_alt: 74,572, chrX: 3,774,388, chrY: 49,019

HG00699 chr1: 10,383,824, chr10: 4,842,051, chr11: 5,343,423, chr12: 5,521,635, chr13: 2,339,717, chr14: 3,023,745, chr15: 3,214,209, chr16: 3,109,531, chr17: 4,640,721, chr18: 1,737,693, chr19: 3,847,688, chr2: 7,011,193, chr20: 2,430,364, chr21: 1,120,623, chr22: 1,675,173, chr3: 5,766,249, chr4: 4,267,259, chr5: 4,619,362, chr6: 5,127,660, chr7: 4,943,030, chr8: 3,512,111, chr9: 4,437,387, chr16_KI270853v1_alt: 87,079, chr17_KI270857v1_alt: 119,293, chr15_KI270905v1_alt: 97,753, chrX: 4,757,135, chrY: 67,719

HG00956 chr1: 7,699,225, chr10: 3,588,075, chr11: 4,049,756, chr12: 4,023,361, chr13: 1,704,078, chr14: 2,244,297, chr15: 2,372,385, chr16: 2,444,387, chr17: 3,545,822, chr18: 1,286,187, chr19: 3,067,133, chr2: 5,173,298, chr20: 1,887,483, chr21: 845,455, chr22: 1,366,708, chr3: 4,236,372, chr4: 3,074,626, chr5: 3,414,752, chr6: 3,738,507, chr7: 3,714,565, chr8: 2,624,421, chr9: 3,310,956, chr16_KI270853v1_alt: 64,186, chr17_KI270857v1_alt: 80,632, chr15_KI270905v1_alt: 74,718, chrX: 3,545,854, chrY: 45,500

HG01501 chr1: 6,555,195, chr10: 2,596,870, chr11: 2,961,696, chr12: 2,819,967, chr13: 1,183,817, chr14: 1,794,090, chr15: 1,986,885, chr16: 2,165,771, chr17: 2,924,513, chr18: 947,889, chr19: 2,311,275, chr2: 5,301,866, chr20: 1,227,739, chr21: 626,755, chr22: 1,142,218, chr3: 3,533,519, chr4: 2,607,133, chr5: 2,943,036, chr6: 2,562,307, chr7: 2,978,718, chr8: 1,827,833, chr9: 2,425,119, chr16_KI270853v1_alt: 130,932, chr17_KI270857v1_alt: 56,094, chr15_KI270905v1_alt: 74,640, chrX: 3,784,869, chrY: 62,870

HG01503 chr1: 5,398,966, chr10: 2,141,229, chr11: 2,449,368, chr12: 2,326,669, chr13: 963,004, chr14: 1,418,047, chr15: 1,640,530, chr16: 1,753,616, chr17: 2,406,067, chr18: 774,292, chr19: 1,913,374, chr2: 4,362,686, chr20: 1,003,639, chr21: 501,193, chr22: 912,125, chr3: 2,896,439, chr4: 2,135,069, chr5: 2,417,776, chr6: 2,107,303, chr7: 2,531,338, chr8: 1,516,269, chr9: 2,034,359, chr16_KI270853v1_alt: 94,549, chr17_KI270857v1_alt: 54,499, chr15_KI270905v1_alt: 62,903, chrX: 1,671,495, chrY: 196,160

HG01504 chr1: 6,042,789, chr10: 2,404,834, chr11: 2,722,622, chr12: 2,586,511, chr13: 1,097,951, chr14: 1,590,505, chr15: 1,809,661, chr16: 1,946,992, chr17: 2,645,668, chr18: 881,586, chr19: 2,110,499, chr2: 4,887,756, chr20: 1,138,421, chr21: 568,178, chr22: 1,048,003, chr3: 3,259,407, chr4: 2,428,319, chr5: 2,723,000, chr6: 2,355,151, chr7: 2,792,198, chr8: 1,674,275, chr9: 2,275,379, chr16_KI270853v1_alt: 102,489, chr17_KI270857v1_alt: 50,623, chr15_KI270905v1_alt: 71,895, chrX: 3,555,424, chrY: 61,036

HG01522 chr1: 15,455,582, chr10: 6,166,135, chr11: 7,014,899, chr12: 7,178,964, chr13: 3,066,809, chr14: 4,410,600, chr15: 4,859,343, chr16: 4,324,129, chr17: 6,161,965, chr18: 2,384,805, chr19: 5,451,772, chr2: 11,374,650, chr20: 2,707,386, chr21: 1,505,330, chr22: 1,959,506, chr3: 8,225,501, chr4: 6,609,080, chr5: 6,816,453, chr6: 7,020,053, chr7: 6,902,345, chr8: 4,717,917, chr9: 5,784,522, chr16_KI270853v1_alt: 159,104, chr17_KI270857v1_alt: 175,632, chr15_KI270905v1_alt: 166,798, chrX: 7,185,239, chrY: 70,298

HG01596 chr1: 26,442, chr10: 12,108, chr11: 13,165, chr12: 13,867, chr13: 5,892, chr14: 7,524, chr15: 7,973, chr16: 7,640, chr17: 11,592, chr18: 4,355, chr19: 9,794, chr2: 17,385, chr20: 6,308, chr21: 2,666, chr22: 4,373, chr3: 14,278, chr4: 10,574, chr5: 11,521, chr6: 12,965, chr7: 12,132, chr8: 8,495, chr9: 10,892, chr16_KI270853v1_alt: 247, chr17_KI270857v1_alt: 283, chr15_KI270905v1_alt: 213, chrX: 6,213, chrY: 1,002

HG01770 chr1: 7,556,713, chr10: 3,019,381, chr11: 3,433,399, chr12: 3,232,406, chr13: 1,336,285, chr14: 1,984,451, chr15: 2,321,791, chr16: 2,475,517, chr17: 3,372,866, chr18: 1,073,505, chr19: 2,705,642, chr2: 6,056,880, chr20: 1,435,371, chr21: 708,018, chr22: 1,334,130, chr3: 4,041,892, chr4: 2,932,818, chr5: 3,358,478, chr6: 2,917,959, chr7: 3,452,067, chr8: 2,127,830, chr9: 2,808,280, chr16_KI270853v1_alt: 135,427, chr17_KI270857v1_alt: 67,664, chr15_KI270905v1_alt: 92,249, chrX: 4,420,279, chrY: 74,523

HG01880 chr1: 11,533,925, chr10: 5,319,306, chr11: 5,959,684, chr12: 6,093,549, chr13: 2,488,813, chr14: 3,322,296, chr15: 3,538,915, chr16: 3,495,804, chr17: 5,313,322, chr18: 1,834,622, chr19: 4,524,376, chr2: 7,576,906, chr20: 2,715,624, chr21: 1,215,159, chr22: 1,951,203, chr3: 6,263,205, chr4: 4,464,615, chr5: 4,957,118, chr6: 5,543,437, chr7: 5,451,069, chr8: 3,781,222, chr9: 4,861,620, chr16_KI270853v1_alt: 106,857, chr17_KI270857v1_alt: 132,922, chr15_KI270905v1_alt: 107,445, chrX: 5,252,899, chrY: 66,850

HG01882 chr1: 12,374,613, chr10: 5,931,015, chr11: 6,468,650, chr12: 6,595,295, chr13: 2,854,685, chr14: 3,653,760, chr15: 3,833,810, chr16: 3,693,961, chr17: 5,367,934, chr18: 2,134,789, chr19: 4,284,312, chr2: 8,492,400, chr20: 2,930,512, chr21: 1,347,828, chr22: 1,998,852, chr3: 6,942,360, chr4: 5,198,891, chr5: 5,600,439, chr6: 6,193,580, chr7: 6,092,814, chr8: 4,328,371, chr9: 5,388,526, chr16_KI270853v1_alt: 103,204, chr17_KI270857v1_alt: 156,058, chr15_KI270905v1_alt: 123,428, chrX: 3,083,902, chrY: 528,597

HG01886 chr1: 36,579,463, chr10: 14,942,844, chr11: 17,176,832, chr12: 16,889,158, chr13: 7,139,484, chr14: 10,356,411, chr15: 11,604,412, chr16: 11,345,561, chr17: 15,140,718, chr18: 5,868,050, chr19: 13,059,142, chr2: 26,514,409, chr20: 6,982,621, chr21: 3,787,461, chr22: 5,203,765, chr3: 19,627,971, chr4: 15,691,750, chr5: 16,255,942, chr6: 16,223,398, chr7: 16,684,442, chr8: 11,726,675, chr9: 14,225,460, chr16_KI270853v1_alt: 418,330, chr17_KI270857v1_alt: 570,362, chr15_KI270905v1_alt: 436,939, chrX: 18,162,889, chrY: 243,775

HG01890 chr1: 7,511,100, chr10: 3,050,305, chr11: 3,457,143, chr12: 3,253,589, chr13: 1,352,058, chr14: 2,074,539, chr15: 2,343,624, chr16: 2,491,922, chr17: 3,421,849, chr18: 1,080,911, chr19: 2,681,783, chr2: 6,061,535, chr20: 1,434,129, chr21: 713,837, chr22: 1,370,817, chr3: 4,091,636, chr4: 2,980,083, chr5: 3,397,841, chr6: 2,941,848, chr7: 3,488,508, chr8: 2,170,275, chr9: 2,817,262, chr16_KI270853v1_alt: 123,842, chr17_KI270857v1_alt: 72,464, chr15_KI270905v1_alt: 84,360, chrX: 2,323,990, chrY: 281,278

HG01986 chr1: 12,228,336, chr10: 5,601,943, chr11: 6,476,825, chr12: 6,390,240, chr13: 2,585,020, chr14: 3,586,923, chr15: 3,768,154, chr16: 4,128,435, chr17: 5,977,160, chr18: 1,984,376, chr19: 5,369,645, chr2: 8,027,577, chr20: 3,076,552, chr21: 1,337,839, chr22: 2,338,190, chr3: 6,649,441, chr4: 4,621,983, chr5: 5,266,526, chr6: 5,801,169, chr7: 5,915,282, chr8: 4,089,433, chr9: 5,248,625, chr16_KI270853v1_alt: 115,420, chr17_KI270857v1_alt: 162,118, chr15_KI270905v1_alt: 116,852, chrX: 2,820,296, chrY: 471,573

HG02013 chr1: 10,288,155, chr10: 4,840,407, chr11: 5,373,393, chr12: 5,433,993, chr13: 2,336,081, chr14: 3,034,405, chr15: 3,178,240, chr16: 3,203,376, chr17: 4,692,279, chr18: 1,765,494, chr19: 3,932,229, chr2: 7,012,193, chr20: 2,507,544, chr21: 1,126,683, chr22: 1,757,104, chr3: 5,766,683, chr4: 4,221,106, chr5: 4,638,707, chr6: 5,079,018, chr7: 4,998,692, chr8: 3,537,797, chr9: 4,416,192, chr16_KI270853v1_alt: 93,766, chr17_KI270857v1_alt: 120,551, chr15_KI270905v1_alt: 97,362, chrX: 2,464,314, chrY: 419,445

HG02085 chr1: 6,717,408, chr10: 2,713,384, chr11: 3,101,636, chr12: 2,905,267, chr13: 1,235,034, chr14: 1,808,891, chr15: 2,047,146, chr16: 2,190,832, chr17: 3,001,851, chr18: 985,764, chr19: 2,409,125, chr2: 5,477,053, chr20: 1,298,724, chr21: 649,507, chr22: 1,187,706, chr3: 3,661,922, chr4: 2,705,997, chr5: 3,049,289, chr6: 2,664,094, chr7: 3,142,290, chr8: 1,914,698, chr9: 2,554,477, chr16_KI270853v1_alt: 105,178, chr17_KI270857v1_alt: 58,924, chr15_KI270905v1_alt: 78,735, chrX: 2,097,704, chrY: 279,887

HG02372 chr1: 10,906,267, chr10: 5,035,637, chr11: 5,584,037, chr12: 5,801,940, chr13: 2,364,721, chr14: 3,203,847, chr15: 3,354,582, chr16: 3,234,389, chr17: 5,007,078, chr18: 1,743,590, chr19: 4,099,776, chr2: 7,170,396, chr20: 2,523,776, chr21: 1,133,782, chr22: 1,765,537, chr3: 5,929,221, chr4: 4,251,650, chr5: 4,675,100, chr6: 5,264,188, chr7: 5,153,868, chr8: 3,568,365, chr9: 4,589,044, chr16_KI270853v1_alt: 90,326, chr17_KI270857v1_alt: 132,423, chr15_KI270905v1_alt: 99,039, chrX: 4,923,780, chrY: 433,525

HG02511 chr1: 6,456,318, chr10: 2,574,846, chr11: 2,908,348, chr12: 2,790,676, chr13: 1,150,214, chr14: 1,746,219, chr15: 1,977,045, chr16: 2,058,252, chr17: 2,891,226, chr18: 918,270, chr19: 2,197,018, chr2: 5,241,570, chr20: 1,191,164, chr21: 589,285, chr22: 1,124,348, chr3: 3,498,145, chr4: 2,583,330, chr5: 2,899,908, chr6: 2,511,405, chr7: 2,962,153, chr8: 1,796,189, chr9: 2,387,631, chr16_KI270853v1_alt: 104,908, chr17_KI270857v1_alt: 62,369, chr15_KI270905v1_alt: 74,899, chrX: 3,887,017, chrY: 58,594

